Position,PlayerName,Team,Opponent,Salary,PPG
FLEX,Ace Sanders,Jaguars,Seahawks,6050,7.9
WR,Tavon Austin,Rams,Cowboys,9650,16.8
FLEX,Tavon Austin,Rams,Cowboys,9650,16.8
WR,Aaron Dobson,Patriots,Buccaneers,8100,14.6
FLEX,Aaron Dobson,Patriots,Buccaneers,8100,14.6
WR,Terrance Williams,Cowboys,Rams,5500,5.3
FLEX,Terrance Williams,Cowboys,Rams,5500,5.3
WR,Keenan Allen,Chargers,Titans,6150,5.4
FLEX,Keenan Allen,Chargers,Titans,6150,5.4
WR,Kenny Stills,Saints,Cardinals,5500,6.3
FLEX,Kenny Stills,Saints,Cardinals,5500,6.3
WR,Kenbrell Thompkins,Patriots,Buccaneers,8250,7.5
FLEX,Kenbrell Thompkins,Patriots,Buccaneers,8250,7.5
WR,Marlon Brown,Ravens,Texans,8150,15.5
FLEX,Marlon Brown,Ravens,Texans,8150,15.5
